2,1762843062,132,4
2,1762843062,132,4
2,1762843052,132,4
2,1762843052,132,4
2,1762843053,132,4
2,1762843054,132,4
2,1762843054,132,4
2,1762843054,132,4
2,1762843054,132,4
2,1762843055,132,4
2,1762843055,132,4
2,1762843055,132,4
2,1762843055,132,4
2,1762843056,132,4
2,1762843056,132,4
2,1762843056,132,4
2,1762843056,132,4
2,1762843057,132,4
2,1762843057,132,4
2,1762843058,132,4
2,1762843058,132,4
2,1762843059,132,4
2,1762843059,132,4
2,1762843059,132,4
2,1762843060,132,4
2,1762843060,132,4
2,1762843060,132,4
2,1762843060,132,4
2,1762843060,132,4
2,1762843061,132,4
2,1762843061,132,4
2,1762843062,132,4
2,1762843062,132,4
2,1762843062,132,4
2,1762843062,132,4
